2025-01-03 14:12:30,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:12:55,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:13:21,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:13:46,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:14:10,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:14:36,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:15:00,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:15:25,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:15:49,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:16:14,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:16:38,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:17:02,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:17:26,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:17:50,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:18:15,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:18:39,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:19:04,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:19:29,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:19:54,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:20:19,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:20:44,4072692690,Integration Developer,Quo Vadis CCS Ltd,False,False
2025-01-03 14:20:53,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:21:18,4072692690,Integration Developer,Quo Vadis CCS Ltd,False,False
2025-01-03 14:21:26,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:21:51,4072692690,Integration Developer,Quo Vadis CCS Ltd,False,False
2025-01-03 14:22:00,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:22:24,4072692690,Integration Developer,Quo Vadis CCS Ltd,False,False
2025-01-03 14:22:32,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:22:56,4072692690,Integration Developer,Quo Vadis CCS Ltd,False,False
2025-01-03 14:23:06,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:23:30,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:23:39,4072692690,Integration Developer,Quo Vadis CCS Ltd,False,False
2025-01-05 07:15:54,4114502265,Software Engineer II,Bottomline,True,False
2025-01-05 07:43:49,4108478590,Full Stack Engineer,Hyqoo,True,True
2025-01-05 07:50:53,4115294131,Software Development Engineer - II,Bright Money,True,True
2025-01-05 07:52:57,4092889324,Full Stack Engineer,"Fast Lab Tech : Fast, Simple COVID Testing & More In NYC",True,True
2025-01-05 07:53:37,4105639449,Software Engineer,Recro,True,True
2025-01-05 07:53:59,4115257096,Python Developer,LawSikho,True,True
2025-01-05 08:03:47,4091435134,AI Engineer,Finster AI,True,True
2025-01-05 08:04:04,4115276977,Mid - Typescript Full Stack Engineer,Digital Saints,True,True
2025-01-05 08:06:52,4104182130,Web Developer,3Search,True,True
2025-01-05 08:07:23,4115449740,Typescript Full Stack Engineer (Italian Speaking),Digital Saints,True,True
2025-01-05 08:07:42,4111052328,Python Software Developer,Thurn Partners,True,True
2025-01-05 08:14:05,4095716610,Software/Firmware Development Engineer,Insignis Talent,True,True
2025-01-05 08:14:44,4116126989,Frontend Developer,Oho Group Ltd,True,True
2025-01-05 08:14:52,4095716610,Software/Firmware Development Engineer,Insignis Talent,False,False
2025-01-05 08:15:15,4104189517,Quantitative Developer,Aurum Search Limited,True,True
2025-01-05 08:15:36,4106465435,Programming Languages Research Engineer - Mandarin / C++ / Java,European Tech Recruit,True,True
2025-01-05 08:15:58,3914420256,Python / C++ Software Engineer - Leading Hedge Fund - Excellent Compensation + Benefits,Mondrian Alpha,True,True
2025-01-05 08:16:21,4106465435,Programming Languages Research Engineer - Mandarin / C++ / Java,European Tech Recruit,False,False
2025-01-05 08:22:12,4115456572,Founding Front-End Developer - AI Games Studio,Infinity Fiction,True,True
2025-01-05 08:23:26,4111035618,Quantitative Developer,Aurum Search Limited,True,True
2025-01-05 08:26:05,4113968442,AI Engineer in Residence,Apziva Fellowship,True,True
2025-01-05 08:26:59,4097323383,SQL/Python Developer,Ecotricity,True,True
2025-01-05 08:27:17,4057775583,Software Engineer - DIL/HIL/SIL,Langham Recruitment,True,True
2025-01-05 08:29:08,4115826184,Data Scientist/ Software Developer,Capgemini Engineering,True,True
2025-01-05 08:29:53,4112645196,Junior Python Developer – Elite Fintech Client (up to £100K + Bonus + Hybrid),Hunter Bond,True,True
2025-01-05 08:30:46,4112641456,"Python Software Engineer - Hybrid working - £70,000 - £225,000 Base (+ Bonus)",Hunter Bond,True,True
2025-01-05 08:31:52,4108550354,Junior Programming Languages Engineer (Graduate positions) - Mandarin / English Speaker,European Tech Recruit,True,True
2025-01-05 08:33:08,4096540546,Graduate Embedded Software Engineer,IC Resources,True,True
2025-01-05 08:33:31,4096540546,Graduate Embedded Software Engineer,IC Resources,False,False
2025-01-05 08:33:53,4096540546,Graduate Embedded Software Engineer,IC Resources,False,False
2025-01-05 09:06:48,4082656243,"Software Engineer, Mobile",Roku,True,False
2025-01-05 09:16:38,4051307370,Embedded Software Engineer,Rooya,True,True
2025-01-05 09:17:51,4101117416,Data Scientist / Machine Learning Engineer – RNA Design,Concinnity Genetics,True,True
2025-01-05 09:18:13,4095502796,Junior Software Engineer,Understanding Recruitment,True,True
2025-01-05 09:18:47,4094467778,Information Technology Engineer,ECS Resource Group,True,True
2025-01-05 09:19:55,4099722858,Software Engineer - DevOps,Blatchford,True,True
2025-01-05 09:20:33,4093604511,Data Engineer,Be-IT,True,True
2025-01-05 09:21:22,4039691377,Software Engineer - UI,Blatchford,True,True
2025-01-05 09:27:03,4094010130,Graduate Embedded Systems Engineer (Summer 2025 start),STEM Recruitment,True,True
2025-01-05 09:27:25,4116699534,Data Engineer AWS / Python,Athsai,True,True
2025-01-05 09:28:02,4095558064,Junior Software Engineer,Understanding Recruitment,True,True
2025-01-05 09:28:21,4096541356,Machine Vision Systems Engineer,Proclinical Staffing,True,True
2025-01-05 09:28:43,4094702490,Platform Engineer,DiverseJobsMatter,True,True
2025-01-05 09:31:27,4049503904,Embedded Software Engineer,Interfacio Ltd,True,True
2025-01-05 09:31:35,4094702490,Platform Engineer,DiverseJobsMatter,False,False
2025-01-05 09:31:43,4091841089,Artificial Intelligence Researcher,European Tech Recruit,False,False
2025-01-05 09:32:17,4116699544,Data Engineer,Athsai,True,True
2025-01-05 09:32:40,4042209579,C++ Software Engineer,Augmentti,True,True
2025-01-05 09:35:09,4084805716,C++ Developer,Radley James,True,True
2025-01-05 09:36:15,4088457189,C++ engineer,Radley James,True,True
2025-01-05 09:36:49,4096536981,Data Engineer,Searchability®,True,True
2025-01-05 09:37:21,4055966094,Computer Vision Engineer,Smart Surgical Appliances,True,True
2025-01-05 10:07:42,4116494380,Virtual Reality Developer,Oria XR,True,True
2025-01-05 10:09:40,4038005635,"Software Engineer, Distributed Systems (Go and/or Rust)",Cloudflare,True,False
2025-01-05 10:10:00,4096152306,"Snr. Software Engineer (Python, C#, Vue3) (Remote in the United Kingdom)",KnowBe4,True,False
2025-01-05 10:10:35,4038005635,"Software Engineer, Distributed Systems (Go and/or Rust)",Cloudflare,True,False
2025-01-05 10:11:03,4096152306,"Snr. Software Engineer (Python, C#, Vue3) (Remote in the United Kingdom)",KnowBe4,True,False
2025-01-05 10:11:38,4096152306,"Snr. Software Engineer (Python, C#, Vue3) (Remote in the United Kingdom)",KnowBe4,True,False
2025-01-05 10:12:34,4038005635,"Software Engineer, Distributed Systems (Go and/or Rust)",Cloudflare,True,False
2025-01-05 10:13:17,4038005635,"Software Engineer, Distributed Systems (Go and/or Rust)",Cloudflare,True,False
2025-01-05 10:13:36,4096152306,"Snr. Software Engineer (Python, C#, Vue3) (Remote in the United Kingdom)",KnowBe4,True,False
2025-01-05 10:14:11,4096152306,"Snr. Software Engineer (Python, C#, Vue3) (Remote in the United Kingdom)",KnowBe4,True,False
2025-01-05 10:52:32,4112929568,Full Stack Engineer/ Developer,Online Filings,True,True
2025-01-05 10:52:52,4108791448,Software Engineer (Full Stack),iO Associates - UK/EU,True,True
2025-01-05 10:53:24,4115843270,Full Stack Engineer,Oho Group Ltd,True,True
2025-01-05 11:15:49,4108116447,Data Engineer,iO Associates - UK/EU,True,True
2025-01-05 11:16:11,4102941547,NetSuite Developer,Catch Resource Management,True,True
2025-01-05 11:16:42,4097606093,IT Integration Engineer,Kinetech,True,True
2025-01-05 11:17:06,4102999332,Software Engineer,Centric Software,True,True
2025-01-05 11:17:54,4102026270,Application Engineer,Alexander Daniels Global,True,True
2025-01-05 11:34:33,4086475862,Software Engineer C#/.NET/JavaScript,Sinara,True,True
2025-01-05 11:35:13,4102268673,Firmware Engineer,Beeline,True,True
2025-01-05 11:35:36,4044786041,Junior Software Developer,One Big Circle Ltd,True,True
2025-01-05 11:41:55,4098738935,Software Developer,Zywave,True,True
2025-01-05 11:42:37,4104755232,Software Support Engineer,FLAGS Software,True,True
2025-01-05 11:43:08,4102101814,Developer,Antal International Ltd,True,True
2025-01-05 11:43:31,4105593856,Software Engineer,Bowden Brown,True,True
2025-01-05 11:47:37,4102341908,IT Engineer,Little Big Tech,True,True
2025-01-05 11:48:00,4102341908,IT Engineer,Little Big Tech,False,False
2025-01-05 11:48:45,4102269585,Junior Front End Developer,Bonza Music,True,True
2025-01-05 11:49:52,4102005114,Software Installation and Development Engineer,PSI Metals,True,True
2025-01-05 11:50:14,4102984240,Web Developer,nineDots.io,True,True
2025-01-05 12:12:59,4117014016,Frontend Developer Intern(Unpaid),Glassia AI,True,True
2025-01-05 14:20:22,4104156952,System Developer,DiverseJobsMatter,True,True
2025-01-05 14:26:23,4103682588,Software Engineer,Matchtech,True,True
2025-01-05 15:42:09,4115480376,Senior Software Engineer,Datasource Recruitment,True,True
2025-01-05 17:17:03,4096152306,"Snr. Software Engineer (Python, C#, Vue3) (Remote in the United Kingdom)",KnowBe4,True,True
2025-01-05 17:19:27,4114603809,Service Engineer,Omega,True,True
2025-01-05 17:20:43,4038005635,"Software Engineer, Distributed Systems (Go and/or Rust)",Cloudflare,True,True
2025-01-06 09:49:09,4107882163,Software Engineer,DP World,True,True
2025-01-06 09:49:35,4103431406,UI Developer (Angular),Be-IT,True,True
2025-01-06 11:05:21,4117387121,Software Engineer,Digital Waffle,True,True
2025-01-06 11:05:51,4117255226,Graduate Generative AI Developer,Media Photography Company,True,True
2025-01-06 11:41:58,4117264242,Software Engineer,Radley James,True,True
